Lieu	N° région, département	Série	Unité	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011
POITOU-CHARENTES	54	FF42dont Marsouin commun	Nombre	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	4.0	1.0	2.0	4.0	6.0	3.0	0.0	4.0	1.0	12.0	3.0	6.0	9.0	6.0	8.0
POITOU-CHARENTES	54	FF42dont Dauphin bleu et blanc	Nombre	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	4.0	0.0	1.0	0.0	2.0	1.0	2.0	1.0	1.0	2.0	0.0	2.0	3.0	10.0	6.0	8.0	6.0	3.0	7.0	1.0	6.0	8.0	8.0	5.0	1.0	7.0	3.0	2.0
POITOU-CHARENTES	54	FF42dont Delphinidé sp.	Nombre	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	5.0	2.0	15.0	146.0	33.0	17.0	32.0	8.0	11.0	5.0	4.0	36.0	3.0	8.0	3.0	4.0	9.0	2.0	4.0	7.0	3.0	6.0	14.0	5.0	3.0	8.0
POITOU-CHARENTES	54	FF42dont Dauphin commun	Nombre	0.0	2.0	1.0	2.0	1.0	2.0	1.0	5.0	5.0	9.0	9.0	6.0	8.0	7.0	9.0	45.0	4.0	25.0	60.0	21.0	15.0	14.0	12.0	11.0	34.0	6.0	101.0	8.0	66.0	62.0	81.0	115.0	8.0	23.0	38.0	34.0	26.0	53.0	50.0	7.0	25.0
PROVENCE-ALPES-COTE D AZUR	93	FF42Nombre total de mammifères marins échoués	Nombre	0.0	11.0	15.0	8.0	11.0	22.0	18.0	14.0	32.0	23.0	14.0	14.0	16.0	18.0	13.0	31.0	25.0	23.0	31.0	115.0	13.0	12.0	19.0	20.0	19.0	27.0	30.0	30.0	11.0	21.0	12.0	26.0	50.0	43.0	28.0	38.0	62.0	77.0	34.0	50.0	85.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Rorqual commun	Nombre	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0	1.0	2.0	0.0	3.0	0.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Grampus, Dauphin de Risso	Nombre	0.0	1.0	3.0	0.0	0.0	2.0	1.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	1.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	4.0	0.0	0.0	1.0	2.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Phocidé sp.	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Phoque veau marin	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Globicéphale noir	Nombre	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0	4.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Grand dauphin	Nombre	0.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	3.0	1.0	4.0	1.0	1.0	1.0	3.0	4.0	3.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Odontocète sp.	Nombre	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Phoque gris	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Marsouin commun	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Dauphin bleu et blanc	Nombre	0.0	2.0	5.0	5.0	7.0	14.0	10.0	9.0	24.0	15.0	9.0	7.0	9.0	8.0	7.0	29.0	19.0	17.0	21.0	100.0	9.0	9.0	8.0	18.0	13.0	18.0	21.0	17.0	2.0	14.0	10.0	16.0	38.0	32.0	19.0	26.0	49.0	65.0	25.0	42.0	63.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Delphinidé sp.	Nombre	0.0	1.0	3.0	2.0	2.0	4.0	3.0	0.0	2.0	0.0	3.0	2.0	3.0	2.0	0.0	1.0	2.0	2.0	3.0	10.0	1.0	2.0	0.0	0.0	2.0	4.0	6.0	7.0	5.0	3.0	1.0	4.0	5.0	6.0	2.0	8.0	3.0	7.0	2.0	1.0	13.0
PROVENCE-ALPES-COTE D AZUR	93	FF42dont Dauphin commun	Nombre	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RHONE-ALPES	82	FF42Nombre total de mammifères marins échoués	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Rorqual commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Grampus, Dauphin de Risso	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Phocidé sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Phoque veau marin	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Globicéphale noir	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Grand dauphin	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Odontocète sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Phoque gris	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Marsouin commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Dauphin bleu et blanc	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Delphinidé sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	FF42dont Dauphin commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
